PUMFID,AGEGROUP,AGEGR_10,"When practicing recommended public health measures, which
source of information do you find the most helpful?","Which social media application do you use most often to discuss
topics about COVID-FacebookSina Weibo?
",BH_Filled prescriptions0A,BH_20B,BH_20C,BH_20D,BH_20E,BH_20F,BH_20G,BH_20H,BH_20I,BH_20J,BH_20K,BH_20L,BH_20M,"How concerned are you about each of the following impacts of
COVID-Not at all9?
My own health
","How concerned are you about each of the following impacts of
COVID-Not at all9?
Member of the household’s health","How concerned are you about each of the following impacts of
COVID-Not at all9?
Vulnerable people’s health","How concerned are you about each of the following impacts of
COVID-Not at all9?
Canadian population’s health","How concerned are you about each of the following impacts of
COVID-Not at all9?
World population’s health
","How concerned are you about each of the following impacts of
COVID-Not at all9?
Overloading the health system","How concerned are you about each of the following impacts of
COVID-Not at all9?
Civil disorder","How concerned are you about each of the following impacts of
COVID-Not at all9?
Maintaining social ties","How concerned are you about each of the following impacts of
COVID-Not at all9?
Ability to cooperate and support one another during the crisis","How concerned are you about each of the following impacts of
COVID-Not at all9?
Ability to cooperate and support one another after the crisis
","How concerned are you about each of the following impacts of
COVID-Not at all9?
Family stress from confinement","How concerned are you about each of the following impacts of
COVID-Not at all9?
Violence in the home","In the last week, how often did you do each of the following activities","In the last week, how often did you do each of the following activities?
Used a delivery service for groceries or for a drugstore
","In the last week, how often did you do each of the following activities?
Used a food delivery service for prepared food
","In the last week, how often did you do each of the following activities?
Ate at a restaurant","In the last week, how often did you do each of the following activities?
Attended a public event","In the last week, how often did you do each of the following activities?
Travelled for work",What is your gender?,"To what extent do you agree or disagree with the following
statement?
I might lose my main job or main self-employment income source in
the next four weeks.","Which of the following best describes the impact of COVID-Major impact9 on your
ability to meet financial obligations or essential needs, such as rent or
mortgage payments, utilities and groceries?
",PRURURB,PPROV,VERDATE
1594,7,4,Health professionals,Instagram,Stocked up on essentials at a grocery store or pharmacy,1,1,2,2,1,1,1,1,1,2,2,2,Very,Very,Extremely,Very,Very,Extremely,Somewhat,Not at all,Very,Somewhat,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Daily or more,Female,Strongly agree,Major impact,1,BC,SEPT
1595,3,2,Provincial daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,2,1,2,Somewhat,Very,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Very,Very,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Strongly disagree,No impact,2,NS,SEPT
1596,8,5,Provincial daily announcements by public health and political leaders,Instagram,Filled prescriptions,2,2,2,2,1,1,1,2,2,2,2,2,Not at all,Somewhat,Extremely,Somewhat,Somewhat,Extremely,Extremely,Somewhat,Very,Very,Not at all,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Not working at a job or business,Major impact,2,ON,SEPT
1597,4,3,"Municipal health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,2,1,1,1,Extremely,Extremely,Extremely,Very,Very,Extremely,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Strongly agree,Moderate impact,2,ON,SEPT
1598,6,4,"Provincial health agency Help text: e.g., website, public service announcements",Instagram,Stocked up on essentials at a grocery store or pharmacy,2,2,1,1,1,1,1,1,2,2,1,2,Very,Not at all,Very,Very,Very,Very,Somewhat,Very,Very,Very,Not at all,Somewhat,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Strongly disagree,No impact,2,QC,SEPT
1599,4,3,"Federal health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,1,1,1,1,1,1,1,1,2,2,2,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Not at all,Never,Never,1 to 3 times,Never,Never,Never,Female,Not working at a job or business,No impact,2,MB,SEPT
1600,2,2,"Family, friends or colleagues",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,1,1,2,Somewhat,Very,Extremely,Very,Extremely,Extremely,Very,Very,Very,Very,Extremely,Very,1 to 3 times,1 to 3 times,1 to 3 times,Never,Never,Never,Male,Agree,Moderate impact,2,BC,SEPT
1601,4,3,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,2,1,1,2,2,2,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Never,1 to 3 times,Never,Never,Never,Never,Female,Not working at a job or business,Minor impact,2,ON,SEPT
1602,7,4,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,2,1,2,2,Somewhat,Somewhat,Extremely,Very,Very,Extremely,Very,Very,Very,Very,Extremely,Not at all,1 to 3 times,Never,Never,Never,Never,Never or 5 times,Female,Agree,Too soon to tell,1,AB,SEPT
1603,4,3,"Federal health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,1,1,1,1,1,1,1,1,2,2,Somewhat,Very,Very,Very,Very,Extremely,Very,Somewhat,Somewhat,Somewhat,Very,Not at all,1 to 3 times,1 to 3 times,Never,Never,Never,Never,Female,Agree,Moderate impact,1,BC,SEPT
1604,9,5,"News outlets including local, national and international sourcesFederal health agency Help text: e.g., website, public service announcements",Instagram,Filled prescriptions,2,2,2,2,2,2,2,2,2,2,2,1,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Not working at a job or business,Minor impact,9,ON,SEPT
1605,6,4,Provincial daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,1,2,1,2,Very,Extremely,Extremely,Very,Very,Very,Somewhat,Very,Very,Somewhat,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Disagree,No impact,2,QC,SEPT
1606,6,4,"News outlets including local, national and international sourcesNews outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,1,2,1,1,1,1,1,2,1,2,Not at all,Not at all,Very,Not at all,Not at all,Very,Not at all,Not at all,Not at all,Not at all,Somewhat,Not at all,1 to 3 times,Never,Never,1 to 3 times,Never,Never,Female,Strongly disagree,No impact,2,QC,SEPT
1607,10,6,Health professionals,Snapchat,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,1,2,1,Somewhat,9,9,Very,Very,Very,Somewhat,Somewhat,Very,Very,9,9,Never,Never,9,9,9,9,Female,Not working at a job or business,Too soon to tell,2,ON,SEPT
1608,6,4,Provincial daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,1,1,1,1,1,1,1,1,1,1,2,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Very,Very,Very,Very,Not at all,Never,1 to 3 times,Never,Never,Never,Never,Female,Neither agree nor disagree,Minor impact,2,BC,SEPT
1609,3,2,"Federal health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,1,1,1,1,1,1,1,2,1,1,2,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Very,Very,Extremely,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Strongly agree,Moderate impact,2,AB,SEPT
1610,5,3,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,1,1,1,1,1,1,1,2,1,2,Somewhat,Very,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Very,Very,Very,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly disagree,Moderate impact,2,ON,SEPT
1611,2,2,Federal daily announcements by public health and political leaders,Instagram,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,1,1,2,Very,Very,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Very,Extremely,Very,Not at all,1 to 3 times,Never,Never or 5 times,Never,Never,1 to 3 times,Male,Strongly agree,Major impact,2,ON,SEPT
1612,4,3,Federal daily announcements by public health and political leaders,Facebook,Filled prescriptions,1,2,1,2,1,1,1,1,1,2,1,2,Somewhat,Somewhat,Very,Very,Very,Very,Not at all,Very,Extremely,Extremely,Extremely,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly agree,Major impact,2,ON,SEPT
1613,8,5,"Family, friends or colleagues",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,1,1,1,1,1,1,2,2,1,2,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Extremely,Extremely,Extremely,Extremely,Not at all,Never,Never,Never,Never,Never,Never,Female,Neither agree nor disagree,Minor impact,2,NS,SEPT
1614,1,1,Federal daily announcements by public health and political leaders,TikTok,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,2,1,1,Very,Very,Extremely,Very,Very,Extremely,Extremely,Somewhat,Very,Extremely,Very,Not at all,Never,Never,Never or 5 times,Never,Never,Never,Female,Strongly disagree,Too soon to tell,2,ON,SEPT
1615,10,6,"News outlets including local, national and international sources",Instagram,Filled prescriptions,2,2,2,1,1,2,2,1,1,1,2,2,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,1 to 3 times,Never,Never,Never,Never,Never,Female,Not working at a job or business,Minor impact,2,ON,SEPT
1616,3,2,"News outlets including local, national and international sourcesNews outlets including local, national and international sources",Snapchat,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,2,2,2,2,2,Very,Very,Very,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Extremely,1 to 3 times,Never,1 to 3 times,Never,Never,Daily or more,Male,Neither agree nor disagree,Too soon to tell,2,ON,SEPT
1617,8,5,Health professionals,Facebook,Filled prescriptions,2,2,1,1,1,1,1,1,1,2,2,1,Extremely,9,Extremely,Very,Very,Extremely,Not at all,Somewhat,Somewhat,Very,Very,Not at all,1 to 3 times,9,9,9,9,9,Female,Not working at a job or business,Too soon to tell,2,ON,SEPT
1618,10,6,Health professionals,Facebook,Stocked up on essentials at a grocery store or pharmacy,1,1,2,2,1,1,1,1,1,1,1,2,Somewhat,Very,Extremely,Somewhat,Somewhat,Very,Somewhat,Very,Extremely,Extremely,Very,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Disagree,Moderate impact,2,ON,SEPT
1619,7,4,"News outlets including local, national and international sourcesNews outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,1,1,1,1,1,1,1,1,2,1,2,Somewhat,Very,Very,Very,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,1 to 3 times,Female,Strongly disagree,No impact,2,BC,SEPT
1620,3,2,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,2,1,1,Somewhat,Extremely,Extremely,Very,Extremely,Extremely,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Very,1 to 3 times,Never,Never,Never,Never,Never,Female,Agree,Major impact,2,ON,SEPT
1621,7,4,Federal daily announcements by public health and political leaders,Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,1,1,1,2,Somewhat,Somewhat,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Neither agree nor disagree,Too soon to tell,2,ON,SEPT
1622,7,4,Federal daily announcements by public health and political leaders,Snapchat,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,1,2,1,2,Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Agree,Minor impact,2,ON,SEPT
1623,3,2,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,1,2,1,1,1,1,1,1,2,1,2,Somewhat,Extremely,Very,Very,Somewhat,Very,Very,Very,Very,Very,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Male,Disagree,Moderate impact,2,BC,SEPT
1624,5,3,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,1,2,2,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Not at all,Extremely,Extremely,Extremely,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Male,Strongly agree,Major impact,2,NS,SEPT
1625,5,3,"News outlets including local, national and international sources",Facebook,Filled prescriptions,1,2,2,2,1,1,1,1,1,1,2,2,Very,Very,Very,Very,Very,Extremely,Extremely,Somewhat,Somewhat,Very,Very,Not at all,Never,Never,Daily or more,Never,Never,Never,Female,Neither agree nor disagree,Moderate impact,2,ON,SEPT
1626,10,6,"News outlets including local, national and international sources",Instagram,Filled prescriptions,1,1,2,2,1,1,1,1,2,1,2,2,Somewhat,Very,Extremely,Somewhat,Somewhat,Very,Not at all,Somewhat,Very,Somewhat,Very,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Male,Not working at a job or business,No impact,2,AB,SEPT
1627,3,2,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,1,1,2,Very,Very,Extremely,Very,Very,Extremely,Very,Very,Very,Somewhat,Very,Not at all,Never,1 to 3 times,Never,Never,Never,Never,Female,Agree,Moderate impact,2,ON,SEPT
1628,3,2,"Provincial health agency Help text: e.g., website, public service announcements",TikTok,Stocked up on essentials at a grocery store or pharmacy,1,1,1,1,1,1,1,1,1,2,1,2,Somewhat,Very,Extremely,Very,Very,Extremely,Very,Not at all,Very,Somewhat,Somewhat,Not at all,1 to 3 times,1 to 3 times,1 to 3 times,Never,Never,Never,Female,Strongly disagree,No impact,2,AB,SEPT
1629,2,2,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,1,1,1,2,Somewhat,Somewhat,Extremely,Extremely,Very,Extremely,Somewhat,Not at all,Somewhat,Very,Very,Somewhat,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly disagree,No impact,2,ON,SEPT
1630,8,5,"Municipal health agency Help text: e.g., website, public service announcements",Instagram,Filled prescriptions,2,2,2,2,1,1,1,1,2,1,1,2,Somewhat,Very,Very,Very,Very,Very,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,1 to 3 times,1 to 3 times,Never,Never,Never,Female,Disagree,Minor impact,2,ON,SEPT
1631,2,2,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,2,2,1,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly disagree,Too soon to tell,2,ON,SEPT
1632,6,4,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Filled prescriptions,2,2,2,2,2,2,2,1,2,2,2,2,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Very,Somewhat,Very,1 to 3 times,Never,Never,Never,Never,Never,Female,Disagree,Moderate impact,1,ON,SEPT
1633,5,3,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,1,2,1,2,Somewhat,Somewhat,Very,Extremely,Extremely,Very,Somewhat,Not at all,Somewhat,Not at all,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Male,Strongly disagree,Minor impact,2,ON,SEPT
1634,4,3,"Provincial health agency Help text: e.g., website, public service announcements",Instagram,Filled prescriptions,2,2,2,2,1,1,2,1,2,2,2,2,Extremely,Extremely,Extremely,Very,Very,Extremely,Very,Not at all,Very,Very,Not at all,Not at all,1 to 3 times,Never,Never or 5 times,Never,Never,Daily or more,Female,Strongly disagree,No impact,2,MB,NOV
1635,3,2,"Federal health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,2,1,1,1,1,2,1,2,Somewhat,Somewhat,Extremely,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Very,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Neither agree nor disagree,Minor impact,2,AB,NOV
1636,9,5,"Family, friends or colleagues",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,1,2,1,1,1,1,1,1,1,2,Somewhat,Not at all,Very,Extremely,Extremely,Extremely,Very,Somewhat,Very,Very,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Not working at a job or business,Moderate impact,2,BC,NOV
1637,4,3,Federal daily announcements by public health and political leaders,Facebook,Filled prescriptions,2,2,2,2,1,1,1,1,1,1,1,2,Extremely,Very,Very,Very,Extremely,Very,Extremely,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Never,1 to 3 times,Never,Never,Never,Never,Female,Agree,Minor impact,9,NU,NOV
1638,4,3,"Provincial health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,1,1,1,1,1,2,1,1,2,Somewhat,Very,Extremely,Very,Somewhat,Extremely,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,1 to 3 times,Never,Never,Never,Female,Strongly disagree,No impact,2,QC,NOV
1639,5,3,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,2,1,1,1,1,1,1,1,2,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,Very,Very,Somewhat,Extremely,Not at all,1 to 3 times,Never,1 to 3 times,1 to 3 times,1 to 3 times,Never,Female,Agree,Major impact,9,NU,NOV
1640,5,3,"Municipal health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,1,1,2,Very,Somewhat,Very,Very,Very,Extremely,Very,Not at all,Very,Very,Not at all,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Female,Strongly disagree,No impact,1,ON,NOV
1641,6,4,"Social media Help text: e.g., Facebook, Instagram, SnapChat, TikTok, Twitter, YouTube",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,1,1,1,1,1,1,2,2,2,2,Somewhat,Extremely,Extremely,Very,Extremely,Very,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Not at all,Never,Never,Never,Never,Never,Daily or more,Female,Strongly agree,Moderate impact,2,ON,NOV
1642,7,4,"News outlets including local, national and international sources",Facebook,Filled prescriptions,2,2,2,2,1,1,1,1,2,1,1,2,Somewhat,Somewhat,Extremely,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,1 to 3 times,Never,Never,Never,Never,Never,Male,Agree,Major impact,2,ON,NOV
1643,8,5,"Federal health agency Help text: e.g., website, public service announcements",Facebook,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,2,2,1,2,Somewhat,Extremely,Extremely,Very,Very,Very,Somewhat,Not at all,Somewhat,Very,Extremely,Not at all,1 to 3 times,1 to 3 times,Never,Never,Never,Never,Female,Not working at a job or business,Too soon to tell,1,MB,NOV
1644,5,3,Provincial daily announcements by public health and political leaders,Instagram,Stocked up on essentials at a grocery store or pharmacy,1,2,2,2,1,1,1,1,1,1,1,2,Somewhat,Very,Very,Very,Somewhat,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,1 to 3 times,1 to 3 times,1 to 3 times,Never,Never,Never,Female,Disagree,No impact,2,ON,NOV
1645,7,4,"News outlets including local, national and international sources",Facebook,Stocked up on essentials at a grocery store or pharmacy,2,2,2,1,1,1,1,1,1,2,1,2,Very,Very,Extremely,Very,Very,Extremely,Very,Somewhat,Very,Somewhat,Very,Not at all,Never,1 to 3 times,Never,Never,Never,Never,Female,Neither agree nor disagree,Minor impact,1,ON,NOV
