"Own
",Household,Vulnerable,CanadaPopHealth,WorldPopHealth,Overload,CivilDisorder,MaintainingSocials,CooperationDuring,"CooperationAfter
","
FamilyStress","
ViolenceHome",Gender,JobLos,Finance,Province,VERDATE
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Not at all,Female,Strongly agree,Major impact,Ontario,AUG
Somewhat,Very,Extremely,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Not at all,Somewhat,Not at all,Male,Disagree,No impact,Ontario,AUG
Somewhat,Somewhat,Very,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Female,Disagree,Minor impact,Ontario,AUG
Somewhat,Somewhat,Somewhat,Very,Very,Extremely,Not at all,Somewhat,Very,Very,Very,Not at all,Female,Disagree,Moderate impact,Ontario,MAY
Not at all,Not at all,Extremely,Somewhat,Not at all,Extremely,Not at all,Very,Extremely,Extremely,Not at all,Not at all,Male,Strongly disagree,No impact,Quebec,MAY
Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Very,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Female,Strongly disagree,No impact,Alberta,MAY
Somewhat,Somewhat,Very,Extremely,Extremely,Extremely,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Strongly agree,Major impact,Ontario,MAY
Extremely,Very,Extremely,Very,Very,Extremely,Very,Somewhat,Very,Very,Very,Not at all,Female,Strongly agree,Major impact,Ontario,MAY
Very,Very,Very,Very,Extremely,Somewhat,Not at all,Not at all,Somewhat,Not at all,Not at all,Not at all,Female,Not working at a job or business,Minor impact,Ontario,MAY
Not at all,Not at all,Very,Very,Very,Extremely,Somewhat,Somewhat,Extremely,Extremely,Extremely,Not at all,Female,Strongly agree,Major impact,Manitoba,MAY
Somewhat,Somewhat,Very,Somewhat,Very,Very,Very,Somewhat,Somewhat,Very,Somewhat,Not at all,Female,Strongly disagree,No impact,Ontario,MAY
Somewhat,Somewhat,Very,Very,Very,Very,Very,Somewhat,Very,Very,Very,Not at all,Female,Neither agree nor disagree,Minor impact,Ontario,MAY
Somewhat,Very,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Very,Somewhat,Not at all,Female,Strongly agree,Major impact,British Columbia,MAY
Somewhat,Not at all,Extremely,Somewhat,Somewhat,Not at all,Not at all,Not at all,Somewhat,Not at all,Not at all,Not at all,Male,Strongly disagree,No impact,Quebec,MAY
Somewhat,Somewhat,Very,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Female,Agree,Minor impact,Alberta,MAY
Not at all,Somewhat,Very,Somewhat,Somewhat,Somewhat,Very,Very,Very,Very,Very,Not at all,Male,Disagree,No impact,Quebec,MAY
Somewhat,Extremely,Extremely,Very,Very,Very,Extremely,Somewhat,Very,Extremely,Somewhat,Not at all,Male,Disagree,Moderate impact,Manitoba,MAY
Somewhat,Very,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Very,Somewhat,Somewhat,Not at all,Female,Strongly disagree,No impact,British Columbia,MAY
Very,Very,Extremely,Very,Very,Extremely,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Female,Strongly agree,Minor impact,Alberta,MAY
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Very,Very,Somewhat,Not at all,Female,Strongly disagree,Moderate impact,Nova Scotia,MAY
Not at all,Not at all,Very,Very,Somewhat,Very,Somewhat,Not at all,Somewhat,Very,Not at all,Not at all,Female,Strongly disagree,No impact,Ontario,MAY
Somewhat,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,Not at all,Not at all,Not at all,Male,Strongly disagree,No impact,Manitoba,MAY
Not at all,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,Somewhat,Somewhat,Not at all,Female,Disagree,Moderate impact,Ontario,MAY
Somewhat,Very,Extremely,Very,Very,Extremely,Very,Somewhat,Very,Very,Not at all,Not at all,Female,Agree,Moderate impact,Ontario,MAY
Extremely,Very,Extremely,Extremely,Extremely,Extremely,Somewhat,Extremely,Extremely,Extremely,Somewhat,Not at all,Female,Not working at a job or business,Minor impact,Ontario,MAY
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Very,Very,Very,Extremely,Somewhat,Female,Neither agree nor disagree,Moderate impact,Ontario,MAY
Very,Very,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Very,Somewhat,Not at all,Not at all,Female,Not working at a job or business,No impact,British Columbia,MAY
Somewhat,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Extremely,Not at all,Female,Neither agree nor disagree,No impact,Ontario,MAY
Somewhat,Very,Extremely,Very,Very,Extremely,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Not at all,Female,Strongly disagree,No impact,Saskatchewan,MAY
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Extremely,Extremely,Extremely,Not at all,Female,Not working at a job or business,Moderate impact,Ontario,MAY
Somewhat,Somewhat,Very,Very,Very,Very,Not at all,Somewhat,Very,Somewhat,Somewhat,Not at all,Female,Strongly disagree,No impact,Ontario,MAY
Very,Extremely,Extremely,Very,Very,Extremely,Very,Somewhat,Very,Very,Very,Not at all,Male,Strongly disagree,Minor impact,Saskatchewan,MAY
Somewhat,Very,Very,Somewhat,Somewhat,Very,Very,Somewhat,Somewhat,Somewhat,Extremely,Not at all,Female,Not working at a job or business,Minor impact,Quebec,MAY
Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Extremely,Very,Somewhat,Somewhat,Not at all,Not at all,Female,Neither agree nor disagree,Moderate impact,Ontario,MAY
Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Somewhat,Not at all,Very,Very,Somewhat,Not at all,Female,Neither agree nor disagree,Minor impact,Ontario,MAY
Somewhat,Somewhat,Extremely,Somewhat,Somewhat,Very,Somewhat,Not at all,Very,Somewhat,Very,Not at all,Female,Strongly disagree,No impact,Saskatchewan,MAY
Somewhat,Somewhat,Extremely,Very,Very,Very,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Disagree,Minor impact,Ontario,MAY
Very,Very,Extremely,Very,Very,Extremely,Very,Very,Very,Very,Somewhat,Not at all,Female,Neither agree nor disagree,Moderate impact,Saskatchewan,MAY
Very,Extremely,Extremely,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Agree,No impact,British Columbia,MAY
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Extremely,Very,Somewhat,Not at all,Female,Not working at a job or business,No impact,Ontario,MAY
Somewhat,Not at all,Somewhat,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Very,Somewhat,Not at all,Female,Strongly disagree,No impact,Ontario,MAY
Somewhat,Somewhat,Extremely,Extremely,Extremely,Extremely,Very,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Female,Strongly disagree,No impact,Quebec,MAY
Not at all,Not at all,Not at all,Very,Very,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Female,Disagree,Moderate impact,New Brunswick,JUNE
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Very,Extremely,Very,Very,Not at all,Male,Strongly disagree,Minor impact,Ontario,JUNE
Somewhat,Very,Somewhat,Very,Very,Extremely,Extremely,Very,Somewhat,Extremely,Somewhat,Somewhat,Male,Neither agree nor disagree,Moderate impact,Quebec,JUNE
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Female,Agree,No impact,Alberta,JUNE
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Very,Very,Somewhat,Not at all,Female,Strongly disagree,Minor impact,Ontario,JUNE
Somewhat,Somewhat,Very,Very,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Not working at a job or business,Too soon to tell,Ontario,JUNE
Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Female,Agree,No impact,Ontario,JUNE
Somewhat,Extremely,Extremely,Very,Very,Extremely,Very,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Female,Not working at a job or business,Too soon to tell,British Columbia,JUNE
Somewhat,Not at all,Very,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Male,Disagree,Minor impact,Ontario,JUNE
Somewhat,Extremely,Extremely,Somewhat,Very,Very,Not at all,Not at all,Somewhat,Very,Somewhat,Not at all,Female,Not working at a job or business,No impact,Ontario,JUNE
Somewhat,Somewhat,Very,Very,Somewhat,Somewhat,Not at all,Not at all,Not at all,Not at all,Somewhat,Not at all,Female,Agree,Moderate impact,Ontario,JUNE
Somewhat,Somewhat,Extremely,Somewhat,Very,Very,Somewhat,Somewhat,Somewhat,Very,Somewhat,Not at all,Male,Strongly disagree,No impact,Ontario,JUNE
Very,Extremely,Extremely,Somewhat,Somewhat,Very,Somewhat,Not at all,Somewhat,Very,Extremely,Not at all,Female,Strongly agree,Major impact,Ontario,JUNE
Very,Extremely,Extremely,Very,Very,Very,Somewhat,Not at all,Very,Extremely,Somewhat,Very,Female,Not working at a job or business,Major impact,Ontario,JUNE
Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Female,Strongly disagree,Minor impact,Quebec,JUNE
Very,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Not at all,Female,Agree,Major impact,Nova Scotia,JUNE
Very,Very,Extremely,Very,Very,Extremely,Very,Very,Extremely,Extremely,Extremely,Not at all,Female,Strongly agree,Major impact,Alberta,JUNE
Somewhat,Extremely,Extremely,Very,Somewhat,Very,Very,Very,Somewhat,Somewhat,Very,Not at all,Female,Disagree,Moderate impact,Ontario,JUNE
Somewhat,Very,Extremely,Very,Very,Extremely,Somewhat,Not at all,Somewhat,Somewhat,Very,Not at all,Female,Disagree,No impact,Ontario,JUNE
Not at all,Somewhat,Extremely,Very,Very,Very,Somewhat,Very,Very,Very,Somewhat,Not at all,Female,Disagree,No impact,British Columbia,JUNE
Somewhat,Somewhat,Extremely,Very,Very,Very,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Male,Strongly disagree,Moderate impact,Ontario,JUNE
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Extremely,Extremely,Somewhat,Not at all,Male,Strongly disagree,No impact,Nova Scotia,JUNE
Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Somewhat,Not at all,Somewhat,Somewhat,Very,Not at all,Male,Disagree,No impact,British Columbia,JUNE
Very,Very,Very,Very,Very,Extremely,Very,Very,Very,Very,Very,Somewhat,Female,Strongly agree,Major impact,British Columbia,JUNE
Somewhat,Very,Extremely,Very,Very,Very,Somewhat,Very,Extremely,Extremely,Not at all,Not at all,Female,Strongly agree,Too soon to tell,Ontario,JUNE
Somewhat,Somewhat,Very,Somewhat,Not at all,Very,Somewhat,Very,Somewhat,Somewhat,Very,Not at all,Male,Strongly disagree,Major impact,Ontario,JUNE
Somewhat,Very,Very,Not at all,Not at all,Very,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Female,Strongly agree,Major impact,British Columbia,JUNE
Somewhat,Somewhat,Very,Extremely,Extremely,Extremely,Not at all,Not at all,Very,Very,Not at all,Not at all,Female,Strongly disagree,Minor impact,Ontario,JUNE
Somewhat,Not at all,Very,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Male,Disagree,No impact,Ontario,JUNE
Very,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Strongly agree,Major impact,Manitoba,JUNE
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Very,Not at all,Somewhat,Somewhat,Male,Neither agree nor disagree,Moderate impact,Manitoba,JUNE
Very,Very,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Female,Strongly disagree,No impact,Saskatchewan,JUNE
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Not at all,Extremely,Somewhat,Somewhat,Not at all,Female,Strongly agree,Major impact,Saskatchewan,JUNE
Somewhat,Very,Very,Extremely,Extremely,Extremely,Somewhat,Not at all,Not at all,Somewhat,Not at all,Not at all,Female,Strongly agree,Moderate impact,Ontario,JUNE
Very,Not at all,Very,Very,Very,Very,Not at all,Somewhat,Somewhat,Very,Not at all,Not at all,Female,Not working at a job or business,Minor impact,New Brunswick,JUNE
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Not at all,Female,Not working at a job or business,Too soon to tell,Newfoundland and Labrador,JUNE
Somewhat,Very,Very,Very,Somewhat,Extremely,Very,Very,Extremely,Extremely,Very,Not at all,Female,Strongly disagree,Too soon to tell,Alberta,JUNE
Somewhat,Somewhat,Very,Somewhat,Very,Very,Extremely,Very,Extremely,Extremely,Somewhat,Not at all,Female,Strongly disagree,No impact,British Columbia,JUNE
Somewhat,Extremely,Extremely,Very,Very,Very,Not at all,Somewhat,Not at all,Not at all,Somewhat,Not at all,Female,Strongly disagree,Minor impact,Manitoba,JUNE
Very,Very,Extremely,Very,Very,Extremely,Somewhat,Not at all,Somewhat,Extremely,Extremely,Not at all,Female,Strongly agree,Moderate impact,Ontario,JUNE
Somewhat,Extremely,Extremely,Somewhat,Somewhat,Extremely,Extremely,Somewhat,Not at all,Not at all,Not at all,Not at all,Female,Strongly agree,Major impact,Alberta,JUNE
Very,Somewhat,Extremely,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Not working at a job or business,Too soon to tell,Ontario,JUNE
Somewhat,Somewhat,Extremely,Somewhat,Somewhat,Extremely,Somewhat,Extremely,Extremely,Extremely,Not at all,Not at all,Male,Strongly agree,Too soon to tell,Ontario,JUNE
Somewhat,Somewhat,Very,Very,Somewhat,Very,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,Female,Not working at a job or business,Minor impact,Ontario,JUNE
Somewhat,Very,Extremely,Very,Extremely,Extremely,Somewhat,Extremely,Extremely,Very,Very,Not at all,Female,Neither agree nor disagree,Minor impact,British Columbia,JUNE
Very,Extremely,Very,Somewhat,Somewhat,Somewhat,Very,Very,Very,Somewhat,Extremely,Not at all,Female,Strongly agree,Major impact,Nova Scotia,JUNE
Very,Very,Very,Very,Very,Extremely,Somewhat,Somewhat,Very,Somewhat,Somewhat,Not at all,Male,Strongly disagree,Minor impact,British Columbia,JUNE
Not at all,Extremely,Extremely,Very,Very,Extremely,Somewhat,Very,Very,Extremely,Somewhat,Not at all,Female,Strongly disagree,No impact,Ontario,JUNE
Not at all,Somewhat,Very,Not at all,Not at all,Somewhat,Very,Very,Very,Somewhat,Very,Not at all,Male,Agree,Moderate impact,Quebec,JUNE
Very,Somewhat,Extremely,Somewhat,Somewhat,Extremely,Extremely,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Female,Strongly disagree,No impact,Ontario,JUNE
Somewhat,Somewhat,Extremely,Very,Very,Very,Not at all,Very,Somewhat,Somewhat,Somewhat,Somewhat,Female,Agree,Moderate impact,Ontario,JUNE
Not at all,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Female,Not working at a job or business,Too soon to tell,Nova Scotia,JUNE
Somewhat,Somewhat,Very,Very,Extremely,Very,Very,Not at all,Not at all,Not at all,Somewhat,Not at all,Female,Strongly disagree,Minor impact,Ontario,JUNE
Not at all,Not at all,Somewhat,Not at all,Not at all,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Male,Strongly agree,Moderate impact,Quebec,JUNE
Somewhat,Somewhat,Very,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Female,Not working at a job or business,Major impact,Ontario,JUNE
Very,Somewhat,Not at all,Not at all,Not at all,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Male,Not working at a job or business,Major impact,Alberta,JUNE
Somewhat,Somewhat,Very,Very,Extremely,Extremely,Very,Extremely,Very,Very,Extremely,Not at all,Female,Not working at a job or business,No impact,Saskatchewan,JUNE
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Very,Extremely,Somewhat,Not at all,Female,Strongly agree,Major impact,Ontario,JUNE
Not at all,Somewhat,Very,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Male,Strongly disagree,No impact,British Columbia,JUNE
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Not at all,Somewhat,Very,Somewhat,Not at all,Female,Strongly agree,Minor impact,Ontario,JUNE
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Very,Very,Very,Somewhat,Not at all,Male,Neither agree nor disagree,No impact,Ontario,JUNE
Very,Somewhat,Very,Somewhat,Somewhat,Very,Very,Very,Very,Very,Somewhat,Not at all,Female,Neither agree nor disagree,Moderate impact,Alberta,JUNE
Somewhat,Somewhat,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,Male,Strongly agree,Major impact,Nova Scotia,JULY
Somewhat,Somewhat,Extremely,Extremely,Extremely,Extremely,Somewhat,Not at all,Very,Extremely,Not at all,Not at all,Male,Neither agree nor disagree,Too soon to tell,Ontario,JULY
Not at all,Not at all,Extremely,Somewhat,Somewhat,Very,Extremely,Not at all,Extremely,Extremely,Very,Somewhat,Female,Neither agree nor disagree,Too soon to tell,Saskatchewan,JULY
Somewhat,Very,Extremely,Somewhat,Somewhat,Very,Not at all,Very,Somewhat,Not at all,Not at all,Not at all,Female,Disagree,Moderate impact,Ontario,JULY
Somewhat,Not at all,Extremely,Very,Extremely,Extremely,Somewhat,Somewhat,Not at all,Not at all,Very,Not at all,Male,Strongly agree,Major impact,Ontario,JULY
Somewhat,Extremely,Extremely,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Female,Strongly disagree,No impact,Ontario,JULY
Somewhat,Very,Not at all,Somewhat,Somewhat,Very,Somewhat,Not at all,Somewhat,Very,Very,Not at all,Female,Strongly disagree,No impact,British Columbia,JULY
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,Extremely,Extremely,Extremely,Extremely,Not at all,Male,Strongly disagree,No impact,Ontario,JULY
Very,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Very,Not at all,Female,Strongly agree,Major impact,Ontario,JULY
Somewhat,Somewhat,Extremely,Very,Very,Extremely,Very,Very,Very,Very,Somewhat,Not at all,Female,Agree,Minor impact,British Columbia,JULY
Somewhat,Somewhat,Extremely,Very,Very,Very,Very,Very,Somewhat,Somewhat,Very,Very,Female,Strongly disagree,Minor impact,New Brunswick,JULY
Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Very,Very,Not at all,Female,Agree,Too soon to tell,Ontario,JULY
Somewhat,Very,Very,Very,Somewhat,Extremely,Somewhat,Somewhat,Somewhat,Very,Extremely,Not at all,Female,Agree,Minor impact,Ontario,JULY
Somewhat,Somewhat,Very,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,Female,Not working at a job or business,Too soon to tell,Ontario,JULY
Not at all,Somewhat,Very,Very,Not at all,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Female,Strongly agree,Major impact,Ontario,JULY
Somewhat,Very,Extremely,Very,Very,Extremely,Extremely,Very,Extremely,Extremely,Very,Very,Male,Strongly agree,Moderate impact,British Columbia,JULY
Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Male,Disagree,Minor impact,Ontario,JULY
Very,Extremely,Extremely,Very,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Male,Agree,Major impact,Quebec,JULY
Somewhat,Somewhat,Very,Very,Very,Extremely,Somewhat,Very,Somewhat,Somewhat,Very,Somewhat,Female,Strongly disagree,No impact,Ontario,JULY
Somewhat,Somewhat,Extremely,Very,Very,Extremely,Very,Extremely,Not at all,Not at all,Somewhat,Not at all,Female,Strongly agree,Too soon to tell,Ontario,JULY
Somewhat,Very,Extremely,Very,Very,Very,Very,Very,Very,Very,Very,Not at all,Female,Strongly agree,Major impact,Nunavut,JULY
Somewhat,Very,Extremely,Somewhat,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Female,Not working at a job or business,No impact,Alberta,JULY
Somewhat,Somewhat,Very,Extremely,Very,Extremely,Very,Somewhat,Somewhat,Not at all,Very,Not at all,Male,Disagree,Too soon to tell,Alberta,JULY
Somewhat,Very,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Female,Agree,Moderate impact,Ontario,JULY
Very,Extremely,Extremely,Extremely,Very,Extremely,Extremely,Very,Very,Very,Very,Not at all,Male,Strongly agree,Major impact,Nova Scotia,JULY
Somewhat,Very,Very,Somewhat,Very,Very,Not at all,Not at all,Very,Not at all,Somewhat,Not at all,Female,Strongly agree,Moderate impact,Ontario,JULY
Somewhat,Somewhat,Somewhat,Very,Somewhat,Very,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Not working at a job or business,Moderate impact,British Columbia,JULY
Very,Very,Extremely,Very,Very,Extremely,Somewhat,Extremely,Somewhat,Somewhat,Very,Not at all,Female,Not working at a job or business,No impact,Ontario,JULY
Somewhat,Very,Extremely,Somewhat,Somewhat,Very,Very,Extremely,Extremely,Very,Not at all,Not at all,Female,Not working at a job or business,No impact,Alberta,JULY
Very,Very,Very,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Not at all,Female,Strongly agree,Minor impact,Ontario,JULY
Somewhat,Somewhat,Very,Somewhat,Somewhat,Very,Very,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Disagree,Minor impact,Alberta,JULY
Somewhat,Very,Very,Very,Extremely,Extremely,Very,Very,Somewhat,Somewhat,Somewhat,Not at all,Male,Disagree,Minor impact,British Columbia,JULY
Very,Somewhat,Extremely,Somewhat,Somewhat,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,Female,Strongly disagree,No impact,Ontario,JULY
Somewhat,Very,Very,Very,Very,Very,Very,Very,Very,Very,Somewhat,Not at all,Female,Strongly agree,Major impact,British Columbia,JULY
Very,Extremely,Very,Very,Somewhat,Very,Very,Very,Very,Very,Very,Somewhat,Female,Not working at a job or business,Major impact,Ontario,JULY
Somewhat,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very,Very,Very,Extremely,Not at all,Male,Disagree,Minor impact,Ontario,JULY
Somewhat,Not at all,Somewhat,Very,Very,Very,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Not at all,Female,Disagree,No impact,Ontario,JULY
Extremely,Extremely,Extremely,Very,Very,Very,Very,Somewhat,Somewhat,Not at all,Very,Not at all,Female,Neither agree nor disagree,No impact,Ontario,JULY
Somewhat,Not at all,Very,Very,Very,Extremely,Very,Somewhat,Very,Somewhat,Not at all,Somewhat,Female,Strongly disagree,No impact,Quebec,JULY
Extremely,Extremely,Extremely,Very,Somewhat,Extremely,Somewhat,Not at all,Very,Extremely,Somewhat,Not at all,Female,Strongly disagree,No impact,Nunavut,JULY
Very,Very,Very,Somewhat,Somewhat,Very,Not at all,Very,Very,Not at all,Not at all,Not at all,Male,Strongly disagree,No impact,Alberta,JULY
Somewhat,Very,Extremely,Very,Very,Extremely,Somewhat,Somewhat,Somewhat,Very,Somewhat,Not at all,Female,Neither agree nor disagree,Too soon to tell,British Columbia,JULY
Extremely,Extremely,Extremely,Very,Very,Very,Very,Not at all,Very,Somewhat,Somewhat,Not at all,Female,Not working at a job or business,Too soon to tell,Ontario,JULY
Somewhat,Somewhat,Very,Very,Very,Very,Somewhat,Not at all,Not at all,Somewhat,Somewhat,Not at all,Female,Disagree,Moderate impact,British Columbia,JULY
Somewhat,Somewhat,Extremely,Somewhat,Very,Extremely,Extremely,Not at all,Somewhat,Very,Somewhat,Very,Male,Strongly disagree,Too soon to tell,Ontario,JULY
Somewhat,Extremely,Extremely,Very,Somewhat,Very,Very,Somewhat,Very,Very,Extremely,Not at all,Female,Not working at a job or business,Moderate impact,Ontario,JULY
Somewhat,Somewhat,Extremely,Very,Very,Extremely,Somewhat,Very,Very,Somewhat,Very,Not at all,Female,Disagree,Minor impact,Quebec,JULY
Somewhat,Somewhat,Somewhat,Very,Very,Very,Very,Somewhat,Not at all,Not at all,Somewhat,Not at all,Female,Strongly disagree,No impact,Quebec,JULY
Somewhat,Not at all,Extremely,Somewhat,Somewhat,Extremely,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Not at all,Male,Agree,Minor impact,Quebec,JULY
Very,Very,Extremely,Very,Very,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Female,Strongly disagree,Minor impact,Alberta,JULY
Somewhat,Somewhat,Extremely,Very,Very,Very,Very,Not at all,Very,Very,Somewhat,Not at all,Female,Strongly agree,Moderate impact,Ontario,JULY
Somewhat,Somewhat,Very,Very,Somewhat,Extremely,Somewhat,Very,Very,Very,Somewhat,Not at all,Female,Disagree,Minor impact,Ontario,JULY
Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Female,Disagree,Minor impact,Ontario,JULY
Very,Very,Very,Very,Very,Very,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Female,Not working at a job or business,Too soon to tell,Ontario,JULY
Somewhat,Very,Extremely,Extremely,Extremely,Extremely,Very,Somewhat,Not at all,Not at all,Somewhat,Not at all,Male,Agree,Too soon to tell,Ontario,JULY
Very,Very,Very,Very,Very,Very,Somewhat,Very,Somewhat,Somewhat,Somewhat,Not at all,Male,Agree,Too soon to tell,Newfoundland and Labrador,JULY
Not at all,Not at all,Somewhat,Extremely,Extremely,Very,Somewhat,Very,Somewhat,Not at all,Somewhat,Not at all,Female,Agree,Minor impact,British Columbia,JULY
Somewhat,Somewhat,Not at all,Very,Extremely,Very,Somewhat,Not at all,Not at all,Not at all,Somewhat,Somewhat,Female,Strongly disagree,Too soon to tell,Ontario,JULY
Somewhat,Somewhat,Very,Very,Very,Very,Very,Very,Somewhat,Somewhat,Somewhat,Not at all,Female,Strongly agree,Major impact,Quebec,JULY
Somewhat,Very,Very,Very,Extremely,Extremely,Very,Very,Very,Very,Somewhat,Not at all,Male,Not working at a job or business,Too soon to tell,New Brunswick,JULY
Not at all,Not at all,Very,Somewhat,Very,Very,Somewhat,Extremely,Somewhat,Very,Very,Very,Female,Strongly disagree,No impact,Quebec,JULY
Very,Very,Very,Very,Very,Extremely,Extremely,Somewhat,Somewhat,Very,Somewhat,Not at all,Female,Neither agree nor disagree,Moderate impact,Saskatchewan,JULY
Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Very,Not at all,Somewhat,Not at all,Not at all,Not at all,Male,Strongly agree,Major impact,British Columbia,OCT
